ID,spname,position,,
1327,146,Galium verum,match,
1328,146,Cerasus microcarpa,match,
1329,146,Eryngium caucasicum,match,
1330,146,Stipa bromoides,match,
1331,146,Allium fibrosum,match,
1332,146,Cotoneaster nummularius,match,
1333,146,Rumex tuberosus,match,
1334,146,Poa bulbosa,match,
1335,146,Colutea buhsei,match,
1336,146,Alyssopsis mollis,match,
1337,146,Euphorbia falcata,match,
1338,146,Centaurea sintenisiana,match,
1339,146,Bothriochloa ischaemum,match,
1340,146,Agropyron cristatum,match,
1341,146,Centaurea virgata,match,
1342,146,Cousinia stahliana,match,
1343,146,celtis,fac_only,
1344,146,Verbascum sp.,fac_only,
1345,146,Stachys turcomanica,fac_only,
1346,146,Thymus transcaspius,fac_only,59
1347,146,Acinos graveolens,fac_only,
1348,146,Elymus repens,fac_only,
1349,146,Tragopogon vedenskyi,fac_only,
1350,146,Lonicera nummulariifolia,fac_only,
1351,146,onobrochis,fac_only,
1352,146,Aractium  lappal,fac_only,
1353,146,Cirsium arvensis,fac_only,
1354,146,Lappula barbata,fac_only,
1355,146, Allium fibrosum,fac_only,
1356,146,Callipeltis cucullaria,fac_only,
1357,146,Artemisia kopetdaghensis,fac_only,
1358,146,Lactuca serriola,fac_only,
1359,146,Ziziphora clinopodioides,fac_only,
1360,146,Dracocephalum kotschy,fac_only,58
1361,146,Cleistogenes seratina,fac_only,61
1362,146,Hymenocrater elegans,fac_only,
1363,146,Serratula latifolia,fac_only,
1364,146,Avena sterilis,fac_only,
1365,146,onobrochis melanotrica,fac_only,
1366,146,Fumana procumbens,fac_only,
1367,146,Acer monspessulanum  seedling,fac_only,60
1368,146,Taraxacum montanum,fac_only,
1369,146,skrozorera,fac_only,
1370,146,Dianthus polylepis,FT_only,
1371,146,Dracocephalum kotschyi,FT_only,58
1372,146,Asteracea sp.,FT_only,
1373,146,Bromus kopetdagensis,FT_only,
1374,146,Artemisia scoparia,FT_only,
1375,146,Verbascum cheiranthifolium,FT_only,
1376,146,Bromus japonicus,FT_only,
1377,146,Silene sp.,FT_only,
1378,146,Rhamnus pallasii,FT_only,
1379,146,Thymus transcaspicus,FT_only,59
1380,146,Acer monspessulanum,FT_only,60
1381,146,Scabiosa columbaria,FT_only,
1382,146,Cleistogenes serotina,FT_only,61
1383,146,Pterocephalus plumosus,FT_only,
1384,146,Potentilla recta,FT_only,
1385,146,Origanum vulgare,FT_only,
1386,146,Arctium lappa,FT_only,
1387,147,Carex stenophylla,match,
1388,147,Pistacia vera,match,
1389,147,Kochia prostrata,fac_only,
1390,147,Noaea mucronata,fac_only,
1391,147,Astragalus verus,fac_only,
1392,147,Salvia chloroleuca,FT_only,
1393,148,Ephedra foliata,match,
1394,148,Carex stenophylla,match,
1395,148,Phlomoides labiosa,match,
1396,148,Salsola dendroides,match,
1397,148,Noaea mucronata,match,
1398,148,Kochia prostrata,match,
1399,148,Centaurea virgata,match,
1400,148,Pistacia vera,match,
1401,148,Artemisia kopetdaghensis,match,
1402,148,Rosa persica,match,
1403,148,Zygophyllum atriplicoides,match,
1404,148,Khochia protate,fac_only,
1405,148,Bunium cylindricum,fac_only,
1406,148,Amygdalus spinosissima,fac_only,
1407,148,Astragalus brevidens,fac_only,
1408,148,Teucrium polium,fac_only,
1409,148,Stachys lavandulifolia,fac_only,
1410,148,Callipeltis cucullaria,fac_only,
1411,148,Linaria simplex,fac_only,
1412,148,Allium sp.,fac_only,
1413,148,Velezia rigida,fac_only,
1414,148,Koelpinia linearis,fac_only,
1415,148,Elymus repens,FT_only,
1416,148,Onobrychis chorassanica,FT_only,
1417,148,Onobrychis verae,FT_only,
1418,148,Cousinia microcarpa,FT_only,
1419,148,Eremodaucus lehmannii,FT_only,
1420,148,Stachys turcomanica,FT_only,
1421,148,Eremostachis labiosa,FT_only,
1422,149,Cousinia microcarpa,match,
1423,149,Haplophyllum acutifolium,match,
1424,149,Centaurea virgata,match,
1425,149,Pistacia vera,match,
1426,149,Ephedra foliata,match,
1427,149,Onobrychis chorassanica,match,
1428,149,Zygophyllum atriplicoides,match,
1429,149,Bunium cylindricum,match,
1430,149,Artemisia kopetdaghensis,match,
1431,149,Carex stenophylla,match,
1432,149,Onobrychis radiata,fac_only,
1433,149,Galium elegans,fac_only,
1434,149,Koelpinia linearis,fac_only,
1435,149,Kochia prostrata,fac_only,
1436,149,Stachys lavandulifolia,fac_only,
1437,149,Stipa arabica,fac_only,
1438,149,Astragalus filicaulis,fac_only,
1439,149,Phlomoides labiosa,fac_only,
1440,149,Ephedra  foliata,fac_only,
1441,149,Eremodaucus lehmannii  ,fac_only,62
1442,149,Astragalus sp.ver,fac_only,
1443,149,Vicia subvillosa,fac_only,
1444,149,Onobrychis pulchella ,fac_only,
1445,149,Convolvulus lineatus,fac_only,
1446,149,Poa bulbosa,fac_only,
1447,149,Cousinia sp.,fac_only,
1448,149,Teucrium polium,FT_only,
1449,149,Eremodaucus lehmannii,FT_only,62
1450,149,Cirsium bornmuelleri,FT_only,
1451,150,Pistacia vera,match,
1452,150,Zygophyllum atriplicoides,match,
1453,150,Carex stenophylla,match,
1454,150,Stachys lavandulifolia,match,
1455,150,Ephedra foliata,match,
1456,150,Artemisia kopetdaghensis,match,
1457,150,Galium elegans,fac_only,
1458,150,Eremodaucus lehmannii  ,fac_only,63
1459,150,Bunium cylindricum,fac_only,
1460,150,Crambe kotschyana,fac_only,
1461,150,Amygdalus spinosissima,fac_only,
1462,150,Torginia latipholia,fac_only,
1463,150,Stachys trinervis,fac_only,
1464,150,Allium sp.,fac_only,
1465,150,Noaea macrenata,fac_only,
1466,150,Astragalus brevidens,fac_only,
1467,150,Stachys  trinevis,fac_only,
1468,150,Tulipa undulatifolia,fac_only,
1469,150,Alyssum desertorum,fac_only,
1470,150,Cousinia microcarpa,fac_only,
1471,150,Haplophyllum acutifolium,fac_only,
1472,150,Convolvulus lineatus,fac_only,
1473,150,Centaurea virgata,FT_only,
1474,150,Eremodaucus lehmannii,FT_only,63
1475,150,Stachys turcomanica,FT_only,
1476,151,Rhamnus lycioides,match,
1477,151,Pistacia lentiscus,match,
1478,151,Asparagus aphyllus,match,
1479,151,Ballota undulata,match,
1480,151,Phillyrea latifolia,match,
1481,151,Ephedra foeminea,match,
1482,151,Capparis spinosa,fac_only,
1483,151,Prasium majus,fac_only,
1484,151,Olea europaea,fac_only,
1485,151,Phagnalon rupestre,fac_only,
1486,151,Polygonum equisetiforme,FT_only,
1487,152,Olea europaea,match,
1488,152,Pistacia lentiscus,match,
1489,152,Ephedra foeminea,match,
1490,152,Rhamnus lycioides,match,
1491,152,Capparis spinosa,match,
1492,152,Asparagus aphyllus,match,
1493,152,Prasium majus,fac_only,
1494,152,Sarcopoterium spinosum,fac_only,
1495,152,Teucrium capitatum,fac_only,
1496,152,Phagnalon rupestre,fac_only,
1497,152,Amygdalus communis,fac_only,
1498,153,Asparagus aphyllus,match,
1499,153,Sarcopoterium spinosum,match,
1500,153,Capparis spinosa,match,
1501,153,Polygonum equisetiforme,match,
1502,153,Rhamnus lycioides,match,
1503,153,Ballota undulata,match,
1504,153,Salvia dominica,match,
1505,153,Piptatherum miliaceum,match,
1506,153,Ephedra foeminea,match,
1507,153,Ononis natrix,match,
1508,153,Pallenis spinosa,match,
1509,153,Echium judaeum,fac_only,
1510,153,Teucrium capitatum,fac_only,
1511,153,Phagnalon rupestre,FT_only,
1512,154,Hyparrhenia hirta,match,
1513,154,Fumana arabica,match,
1514,154,Sarcopoterium spinosum,match,
1515,154,Ephedra foeminea,match,
1516,154,Helichrysum sanguineum,match,
1517,154,Rhamnus lycioides,match,
1518,154,Teucrium capitatum,match,
1519,154,Asparagus aphyllus,match,
1520,154,Phagnalon rupestre,match,
1521,154,Pistacia lentiscus,match,
1522,154,Phillyrea latifolia,match,
1523,154,Prasium majus,fac_only,
1524,154,Echium judaeum,fac_only,
1525,155,Capparis spinosa,match,
1526,155,Foeniculum vulgare,match,
1527,155,Ephedra foeminea,FT_only,
1528,155,Origanum syriacum,FT_only,
1529,156,Capparis spinosa,match,
1530,156,Foeniculum vulgare,match,
1531,156,Dianthus strictus,FT_only,
1532,157,Origanum syriacum,match,
1533,157,Capparis spinosa,match,
1534,157,Foeniculum vulgare,match,
1535,157,origanum syriacum,fac_only,
1536,157,Sideritis pullulans,FT_only,
1537,157,Plumbago europaea,FT_only,
1538,157,Echinops adenocaulis,FT_only,
1539,158,Foeniculum vulgare,match,
1540,158,Capparis spinosa,match,
1541,158,Dianthus strictus,match,
1542,158,Hypericum triquetrifolium,fac_only,
1543,159,Teucrium capitatum,match,
1544,159,Noaea mucronata,match,
1545,159,Atractylis serratuloides,match,
1546,159,Thymelaea hirsuta,match,
1547,159,Pituranthos tortuosus,fac_only,
1548,159,Argyrolobium uniflorum,FT_only,
1549,159,Polygonum equisetiforme,FT_only,
1550,160,Atractylis serratuloides,match,
1551,160,Teucrium capitatum,match,
1552,160,Thymelaea hirsuta,match,
1553,160,Noaea mucronata,match,
1554,160,Argyrolobium uniflorum,FT_only,
1555,161,Noaea mucronata,match,
1556,161,Teucrium capitatum,match,
1557,161,Thymelaea hirsuta,match,
1558,161,Atractylis serratuloides,match,
1559,161,Helianthemum kahiricum,FT_only,
1560,162,Noaea mucronata,match,
1561,162,Phagnalon rupestre,match,
1562,162,Atractylis serratuloides,match,
1563,162,Teucrium capitatum,match,
1564,162,Pituranthos tortuosus,fac_only,
1565,162,Reaumuria hirtella,FT_only,
1566,162,Thymelaea hirsuta,FT_only,
1567,193,Aristida congesta,match,
1568,193,Acacia mellifera,match,
1569,193,Acacia hebeclada,match,
1570,193,Momordica balsamina,match,
1571,193,Requienia sphaerosperma,match,
1572,193,Cucumis africanus,match,
1573,193,Grewia flava,match,
1574,193,Aristida meridionalis,match,
1575,193,Asparagus cooperi,match,
1576,193,Merremia tridentata,match,
1577,193,Pupalia lappacea,match,
1578,193,Pollichia campestris,match,
1579,193,Tephrosia burchellii,match,
1580,193,Otoptera burchellii,match,
1581,193,Stipagrostis uniplumis,match,
1582,193,Lycium bosciifolium,match,
1583,193,Ziziphus mucronata,match,
1584,193,Ipomoea bolusiana,match,
1585,193,Pergularia daemia,match,
1586,193,Acacia erioloba,match,
1587,193,Aristida stipitata,match,
1588,193,Senna italica,match,
1589,193,Pavonia burchellii,match,
1590,193,Rhynchosia minima,fac_only,
1591,193,Lycium hirsutum,fac_only,
1592,193,Talinum crispatulum,fac_only,
1593,193,Hermannia tomentosa,fac_only,
1594,193,Orthanthera jasminiflora,fac_only,
1595,193,Ipomoea indet.,fac_only,
1596,194,Stipagrostis uniplumis,match,
1597,194,Requienia sphaerosperma,match,
1598,194,Aristida congesta,match,
1599,194,Aristida stipitata,match,
1600,194,Hermannia tomentosa,match,
1601,194,Senna italica,match,
1602,194,Eragrostis lehmanniana,match,
1603,194,Acacia erioloba,match,
1604,194,Tephrosia burchellii,match,
1605,194,Aristida meridionalis,match,
1606,194,Pergularia daemia,FT_only,
1607,194,Cucumis africanus,FT_only,
1608,194,Dicoma schinzii,FT_only,
1609,194,Asparagus cooperi,FT_only,
1610,194,Gnidia polycephala,FT_only,
1611,194,Orthanthera jasminiflora,FT_only,
1612,194,Harte Bltter,FT_only,
1613,194,Pollichia campestris,FT_only,
1614,194,Momordica balsamina,FT_only,
1615,195,Merremia tridentata,match,
1616,195,Aristida stipitata,match,
1617,195,Tephrosia burchellii,match,
1618,195,Aristida meridionalis,match,
1619,195,Aristida congesta,match,
1620,195,Senna italica,match,
1621,195,Requienia sphaerosperma,match,
1622,195,Hermannia tomentosa,match,
1623,195,Stipagrostis uniplumis,match,
1624,195,Eragrostis lehmanniana,FT_only,
1625,195,Melinis repens,FT_only,
1626,195,Pollichia campestris,FT_only,
1627,195,Gnidia polycephala,FT_only,
1628,195,Ziziphus mucronata,FT_only,
1629,195,Momordica balsamina,FT_only,
1630,195,Asparagus cooperi,FT_only,
1631,195,Cucumis africanus,FT_only,
1632,195,Acacia hebeclada,FT_only,
1633,195,Acacia erioloba,FT_only,
1634,195,Talinum crispatulum,FT_only,
1635,195,Trachyandra revoluta,FT_only,
1636,196,Dichrostachys cinerea,match,
1637,196,Tylosema esculentum,match,
1638,196,Indigofera alternans,match,
1639,196,Terminalia sericea,match,
1640,196,Albuca fleckii,match,
1641,196,Grewia flava,match,
1642,196,Schmidtia pappophoroides,match,
1643,196,Eragrostis lehmanniana,match,
1644,196,Indigofera heterotricha,match,
1645,196,Lantana angolensis,match,
1646,196,Dicoma schinzii,match,
1647,196,Acacia mellifera,match,
1648,196,Rhynchosia minima,match,
1649,196,Eragrostis rigidior,match,
1650,196,Stipagrostis uniplumis,match,
1651,196,Eragrostis pallens,match,
1652,196,Lapeirousia bainesii,match,
1653,196,Ptycholobium biflorum,match,
1654,196,Pollichia campestris,match,
1655,196,Aristida meridionalis,match,
1656,196,Barleria macrostegia,match,
1657,196,Ipomoea welwitschii,match,
1658,196,Tephrosia burchellii,match,
1659,196,Solanum delagoense,match,
1660,196,Aristida stipitata,match,
1661,196,Acacia erioloba,match,
1662,196,Elephantorrhiza elephantina,match,
1663,196,Tarchonanthus camphoratus,match,
1664,196,Walleria nutans,match,
1665,196,Raphionacme lanceolata,match,
1666,196,Talinum caffrum,match,
1667,196,Ziziphus mucronata,match,
1668,196,Sida ovata,match,
1669,196,Chamaecrista biensis,fac_only,
1670,196,Hermannia tomentosa,fac_only,
1671,196,Merremia tridentata,fac_only,
1672,196,Cyperus margaritaceus,fac_only,
1673,196,Searsia ternuinervis,fac_only,64
1674,196,Blepharis integrifolia,fac_only,
1675,196,Melinis repens subsp. Repens,fac_only,65
1676,196,Geophyte indet.,fac_only,66
1677,196,Cucumis meeusei,fac_only,
1678,196,Trachyandra saltii,fac_only,
1679,196,Hermannia pulchella,fac_only,
1680,196,Requienia sphaerosperma,fac_only,
1681,196,Trachyandra revoluta,FT_only,
1682,196,Eragrostis nindensis,FT_only,
1683,196,Corallocarpus schinzii,FT_only,
1684,196,Aristida congesta,FT_only,
1685,196,Melinis repens,FT_only,65
1686,196,Hermbstaedtia odorata,FT_only,
1687,196,Rhus tenuinervis,FT_only,64
1688,196,Asparagus nelsii,FT_only,
1689,196,Commelina sp.,FT_only,
1690,196,Ozoroa paniculosa,FT_only,
1691,196,Melhania burchellii,FT_only,
1692,196,Geophyt indet.,FT_only,66
1693,196,Acacia hebeclada,FT_only,
1694,197,Trachyandra revoluta,match,
1695,197,Merremia tridentata,match,
1696,197,Cyperus margaritaceus,match,
1697,197,Hermannia tomentosa,match,
1698,197,Ptycholobium biflorum,match,
1699,197,Albuca fleckii,match,
1700,197,Melhania burchellii,match,
1701,197,Rhynchosia minima,match,
1702,197,Dicoma schinzii,match,
1703,197,Barleria macrostegia,match,
1704,197,Trachyandra saltii,match,
1705,197,Sida ovata,match,
1706,197,Walleria nutans,match,
1707,197,Aristida stipitata,match,
1708,197,Eragrostis lehmanniana,match,
1709,197,Indigofera alternans,match,
1710,197,Dichrostachys cinerea,match,
1711,197,Indigofera heterotricha,match,
1712,197,Eragrostis rigidior,match,
1713,197,Ipomoea welwitschii,match,
1714,197,Aristida meridionalis,match,
1715,197,Aristida congesta,match,
1716,197,Lapeirousia bainesii,match,
1717,197,Grewia flava,match,
1718,197,Tylosema esculentum,match,
1719,197,Tephrosia burchellii,match,
1720,197,Triraphis schinzii,match,
1721,197,Fockea angustifolia,match,
1722,197,Talinum caffrum,match,
1723,197,Terminalia sericea,match,
1724,197,Stipagrostis uniplumis,match,
1725,197,Raphionacme lanceolata,match,
1726,197,Schmidtia pappophoroides,match,
1727,197,Cucumis meeusei,match,
1728,197,Elephantorrhiza elephantina,match,
1729,197,Acacia erioloba,match,
1730,197,Tarchonanthus camphoratus,match,
1731,197,Ornithoglossum vulgare,fac_only,
1732,197,Melinis repens subsp. Repens,fac_only,67
1733,197,Asparagus indet.,fac_only,68
1734,197,Blepharis integrifolia,fac_only,
1735,197,Commelina livingstonii,fac_only,
1736,197,Seddera suffruticosa,fac_only,
1737,197,Acacia fleckii,fac_only,
1738,197,Babiana hypogea,fac_only,
1739,197,Eragrostis nindensis,fac_only,
1740,197,Eragrostis pallens,fac_only,
1741,197,Geophyte indet.,fac_only,69
1742,197,Asteraceae indet.,fac_only,
1743,197,Sida cordifolia,fac_only,
1744,197,Apocynaceae indet.,FT_only,
1745,197,Commelina sp.,FT_only,
1746,197,Pollichia campestris,FT_only,
1747,197,Helichrysum tomentosulum,FT_only,
1748,197,Rhus tenuinervis,FT_only,
1749,197,Ozoroa paniculosa,FT_only,
1750,197,Requienia sphaerosperma,FT_only,
1751,197,Ziziphus mucronata,FT_only,
1752,197,Pentarrhinum insipidum,FT_only,
1753,197,Geophyt indet.,FT_only,69
1754,197,Melinis repens,FT_only,67
1755,197,Eragrostis trichophora,FT_only,
1756,197,Acacia hebeclada,FT_only,
1757,197,Searsia tenuinervis,FT_only,
1758,197,Asparagus sp.,FT_only,68
1759,197,Acacia mellifera,FT_only,
1760,197,Digitaria seriata,FT_only,
1761,198,Hermannia tomentosa,match,
1762,198,Triraphis schinzii,match,
1763,198,Dichrostachys cinerea,match,
1764,198,Barleria macrostegia,match,
1765,198,Indigofera alternans,match,
1766,198,Aristida congesta,match,
1767,198,Dicoma schinzii,match,
1768,198,Blepharis integrifolia,match,
1769,198,Aristida stipitata,match,
1770,198,Eragrostis rigidior,match,
1771,198,Eragrostis nindensis,match,
1772,198,Eragrostis lehmanniana,match,
1773,198,Rhynchosia minima,match,
1774,198,Walleria nutans,match,
1775,198,Merremia tridentata,match,
1776,198,Raphionacme lanceolata,match,
1777,198,Tylosema esculentum,match,
1778,198,Aristida meridionalis,match,
1779,198,Terminalia sericea,match,
1780,198,Indigofera heterotricha,match,
1781,198,Cucumis meeusei,match,
1782,198,Trachyandra revoluta,match,
1783,198,Albuca fleckii,match,
1784,198,Lantana angolensis,match,
1785,198,Tephrosia burchellii,match,
1786,198,Acacia erioloba,match,
1787,198,Talinum caffrum,match,
1788,198,Schmidtia pappophoroides,match,
1789,198,Stipagrostis uniplumis,match,
1790,198,Grewia flava,match,
1791,198,Lapeirousia bainesii,match,
1792,198,Sida ovata,match,
1793,198,Melinis repens subsp. Repens,fac_only,70
1794,198,Melhania burchellii,fac_only,
1795,198,Seddera suffruticosa,fac_only,
1796,198,Acacia mellifera,FT_only,
1797,198,Commelina livingstonii,FT_only,
1798,198,Elephantorrhiza elephantina,FT_only,
1799,198,Indigofera sp.,FT_only,
1800,198,Melinis repens,FT_only,70
1801,198,Hermannia pulchella,FT_only,
1802,198,Tarchonanthus camphoratus,FT_only,
1803,198,Pollichia campestris,FT_only,
1804,198,Ozoroa paniculosa,FT_only,
1805,198,Ziziphus mucronata,FT_only,
1806,198,Gnidia polycephala,FT_only,
1807,198,Acacia hebeclada,FT_only,
1808,198,Duvalia polita,FT_only,
1809,199,Asparagus nelsii,match,
1810,199,Clerodendrum ternatum,match,
1811,199,Acacia mellifera,match,
1812,199,Ipomoea bolusiana,match,
1813,199,Stipagrostis uniplumis,match,
1814,199,Bauhinia petersiana,match,
1815,199,Grewia flava,match,
1816,199,Eragrostis trichophora,match,
1817,199,Raphionacme lanceolata,match,
1818,199,Eragrostis rigidior,match,
1819,199,Commiphora angolensis,match,
1820,199,Blepharis mitrata,match,
1821,199,Grewia flavescens,match,
1822,199,Sida cordifolia,match,
1823,199,Dichrostachys cinerea,match,
1824,199,Digitaria seriata,match,
1825,199,Panicum maximum,match,
1826,199,Ozoroa schinzii,match,
1827,199,Commiphora africana,match,
1828,199,Croton gratissimus,match,
1829,199,Lantana angolensis,match,
1830,199,Acacia fleckii,match,
1831,199,Acacia ataxacantha,match,
1832,199,Acacia luederitzii,match,
1833,199,Acacia erioloba,match,
1834,199,Terminalia sericea,match,
1835,199,Peltophorum africanum,match,
1836,199,Commelina benghalensis,fac_only,
1837,199,Rhynchosia totta var. fenchelii,fac_only,72
1838,199,Herb indet. 1,fac_only,
1839,199,Cyperus margaritaceus,fac_only,
1840,199,combretum collinum,fac_only,
1841,199,commelina africana,fac_only,73
1842,199,Clerodendrum uncinatum,fac_only,
1843,199,Combretum hereroense,fac_only,
1844,199,Ipomoea dichroa,fac_only,71
1845,199,Albuca fleckii,fac_only,
1846,199,Merremia tridentata,fac_only,
1847,199,Pergularia daemia,fac_only,
1848,199,Combretum indet.,fac_only,
1849,199,Pupalia lappacea,fac_only,
1850,199,Plukenetia africana,fac_only,
1851,199,Ptycholobium biflorum,fac_only,
1852,199,Acacia hebeclada,fac_only,
1853,199,Ipomoea obscura,fac_only,
1854,199,Searsia tenuinervis,FT_only,
1855,199,Coccinia rehmannii,FT_only,
1856,199,Corallocarpus welwitschii,FT_only,
1857,199,Boscia albitrunca,FT_only,
1858,199,Blepharis maderaspatensis,FT_only,
1859,199,Ipomoea dichoroa,FT_only,71
1860,199,Rhus tenuinervis,FT_only,
1861,199,Eragrostis lehmanniana,FT_only,
1862,199,Ochna pulchra,FT_only,
1863,199,Rhynchosia totta,FT_only,72
1864,199,Melinis repens,FT_only,
1865,199,Commelina africana,FT_only,73
1866,199,Rhigozum brevispinosum,FT_only,
1867,199,Duvalia polita,FT_only,
1868,199,Ipomoea sp.,FT_only,
1869,199,Asparagus sp.,FT_only,
1870,200,Acacia ataxacantha,match,
1871,200,Ptycholobium biflorum,match,
1872,200,Cyperus margaritaceus,match,
1873,200,Asparagus nelsii,match,
1874,200,Grewia flavescens,match,
1875,200,Schmidtia pappophoroides,match,
1876,200,Psydrax livida,match,
1877,200,Dichrostachys cinerea,match,
1878,200,Albuca fleckii,match,
1879,200,Commiphora angolensis,match,
1880,200,Baphia massaiensis,match,
1881,200,Clerodendrum ternatum,match,
1882,200,Bauhinia petersiana,match,
1883,200,Digitaria seriata,match,
1884,200,Terminalia sericea,match,
1885,200,Croton gratissimus,match,
1886,200,Neorautanenia amboensis,match,
1887,200,Mundulea sericea,match,
1888,200,Ozoroa schinzii,match,
1889,200,Aristida meridionalis,match,
1890,200,Sida cordifolia,match,
1891,200,Eragrostis pallens,match,
1892,200,Stipagrostis uniplumis,match,
1893,200,Merremia tridentata,match,
1894,200,Ochna pulchra,match,
1895,200,Baissea wulfhorstii,match,
1896,200,Acacia fleckii,match,
1897,200,Rhynchosia totta var. fenchelii,fac_only,74
1898,200,Pavonia clathrata,fac_only,
1899,200,Commelina benghalensis,fac_only,
1900,200,Duvalia polita,fac_only,
1901,200,Tricliceras schinzii,fac_only,
1902,200,Geophyte indet.,fac_only,
1903,200,Combretum engleri,fac_only,
1904,200,Asparagus indet.,fac_only,75
1905,200,Combretum indet.,fac_only,
1906,200,Chamaecrista biensis,fac_only,
1907,200,Philenoptera nelsii,FT_only,
1908,200,Combretum hereroense,FT_only,
1909,200,Combretum collinum,FT_only,
1910,200,Commelina diffusa,FT_only,
1911,200,Melinis repens,FT_only,
1912,200,Commelina sp.,FT_only,
1913,200,Ozoroa paniculosa,FT_only,
1914,200,Rhynchosia totta,FT_only,74
1915,200,Combretum zeyheri,FT_only,
1916,200,Lapeirousia odoratissima,FT_only,
1917,200,Panicum coloratum,FT_only,
1918,200,Peltophorum africanum,FT_only,
1919,200,Asparagus sp.,FT_only,75
1920,200,Combretum psidioides,FT_only,
1921,200,Panicum kalaharense,FT_only,
1922,200,Grewia flava,FT_only,
1923,201,Mundulea sericea,match,
1924,201,Terminalia sericea,match,
1925,201,Combretum engleri,match,
1926,201,Bauhinia petersiana,match,
1927,201,Digitaria seriata,match,
1928,201,Grewia flavescens,match,
1929,201,Ozoroa schinzii,match,
1930,201,Croton gratissimus,match,
1931,201,Aristida meridionalis,match,
1932,201,Acacia ataxacantha,match,
1933,201,Neorautanenia amboensis,match,
1934,201,Baissea wulfhorstii,match,
1935,201,Stipagrostis uniplumis,match,
1936,201,Baphia massaiensis,match,
1937,201,Combretum psidioides,match,
1938,201,Commiphora angolensis,match,
1939,201,Ochna pulchra,match,
1940,201,Acacia fleckii,match,
1941,201,Merremia tridentata,fac_only,
1942,201,Cyperus margaritaceus,fac_only,
1943,201,Rhynchosia totta var. fenchelii,fac_only,
1944,201,Ptycholobium biflorum,fac_only,
1945,201,commelina africana,fac_only,78
1946,201,tree indet.,fac_only,
1947,201,Psydrax livida,fac_only,
1948,201,combretum collinum,fac_only,77
1949,201,Blepharis maderaspatensis,fac_only,
1950,201,Pavonia clathrata,fac_only,
1951,201,Eragrostis trichophora,fac_only,
1952,201,Lapeirousia odoratissima,fac_only,
1953,201,Sida cordifolia,fac_only,
1954,201,combretum zeyheri,fac_only,76
1955,201,Commelina sp.,FT_only,
1956,201,Albuca fleckii,FT_only,
1957,201,Combretum zeyheri,FT_only,76
1958,201,Asparagus nelsii,FT_only,
1959,201,Philenoptera nelsii,FT_only,
1960,201,Combretum collinum,FT_only,77
1961,201,Commelina africana,FT_only,78
1962,201,Acacia erubescens,FT_only,
1963,201,Commiphora africana,FT_only,
1964,201,Schmidtia pappophoroides,FT_only,
1965,201,Cyperus tenuiculmis,FT_only,
1966,201,Dichrostachys cinerea,FT_only,
1967,201,Melinis repens,FT_only,
1968,214,Centropodia glauca,match,
1969,214,Acacia mellifera,match,
1970,214,Stipagrostis amabilis,match,
1971,214,Acacia erioloba,match,
