ID,spname,position,,
1972,214,Rhigozum trichotomum,match,
1973,214,Acacia mellifera small,fac_only,
1974,214,Unk 1,FT_only,
1975,214,AM grass,FT_only,
1976,214,Senna italica,FT_only,
1977,215,Stipagrostis amabilis,match,
1978,215,Rhigozum trichotomum,match,
1979,215,Acacia erioloba,match,
1980,215,Acacia haematoxylon,match,
1981,215,Aristida meridionalis,match,
1982,215,Acacia mellifera,match,
1983,215,Centropodia glauca,match,
1984,215,Ocumers,fac_only,
1985,215,Grewia flava,fac_only,
1986,215,Asparagus,fac_only,
1987,215,Lycium sp.,FT_only,
1988,215,Cullen obtusifolia,FT_only,
1989,215,Senna italica,FT_only,
1990,215,SU grass,FT_only,
1991,215,Crotalaria sp.,FT_only,
1992,216,Stipagrostis amabilis,match,
1993,216,Aristida meridionalis,match,
1994,216,Senna italica,match,
1995,216,Grewia flava,match,
1996,216,Stipagrostis obtusa,match,
1997,216,Centropodia glauca,match,
1998,216,Acacia haematoxylin,fac_only,79
1999,216,Aptosium elongatum,fac_only,80
2000,216,lycrum,fac_only,81
2001,216,Aptosimum elongatum,FT_only,80
2002,216,Acacia haematoxylon,FT_only,79
2003,216,Talinum crispatulum,FT_only,
2004,216,Lycium sp.,FT_only,81
2005,216,Cucumis sp.,FT_only,
2006,216,Geo 1,FT_only,
2007,216,Crinum sp.,FT_only,
2008,247,Osteospermum sinuatum,match,
2009,247,Berkheya heterophylla,match,
2010,247,Ruschia spinosa,match,
2011,247,Drosanthemum hispidum,match,
2012,247,Pentzia lanata,match,
2013,247,Rhinephyllum graniforme,match,
2014,247,Thesium lineatum,match,
2015,247,Lachenalia maughanii,match,
2016,247,Drosanthemum lique,match,
2017,247,Hermannia grandiflora,match,
2018,247,Pteronia viscosa,match,
2019,247,Ruschia approximata,match,
2020,247,Zygophyllum retrofractum,match,
2021,247,Lycium schizocalyx,match,
2022,247,Pteronia pallens,match,
2023,247,Eriocephalus ambiguus,match,
2024,247,Phyllobolus splendens,match,
2025,247,Chrysocoma ciliata,match,
2026,247,Eriocephalus ericoides,match,
2027,247,Galenia fruticosa,match,
2028,247,Drosanthemum praecultum,match,
2029,247,Tetragonia spicata,match,
2030,247,Limeum aethiopicum,match,
2031,247,Galenia africana,match,
2032,247,Bulb sp1,fac_only,
2033,247,Stapeliopsis sp,fac_only,82
2034,247,Crassula muscosa,fac_only,
2035,247,Crassula subaphylla,fac_only,
2036,247,Euphorbia caterviflora,fac_only,
2037,247,Rosenia humilis,fac_only,
2038,247,Monsonia camdeboense,fac_only,83
2039,247,Pteronia sordida,fac_only,
2040,247,Eriospermum capense,FT_only,
2041,247,Stapeliopsis sp.,FT_only,82
2042,247,Chenopodium mucronatum,FT_only,
2043,247,Monsonia camdeboensis,FT_only,83
2044,247,Gazania krebsiana,FT_only,
2045,247,Pentzia sp.,FT_only,
2046,247,Salsola tuberculata,FT_only,
2047,247,Crassula corallina,FT_only,
2048,247,Asparagus recurvispinus,FT_only,
2049,248,Tetragonia spicata,match,
2050,248,Ruschia spinosa,match,
2051,248,Pteronia sordida,match,
2052,248,Crassula muscosa,match,
2053,248,Galenia fruticosa,match,
2054,248,Crassula subaphylla,match,
2055,248,Pelargonium karooicum,match,
2056,248,Lachenalia maughanii,match,
2057,248,Pteronia viscosa,match,
2058,248,Euphorbia caterviflora,match,
2059,248,Phyllobolus splendens,match,
2060,248,Eriocephalus ericoides,match,
2061,248,Chrysocoma ciliata,match,
2062,248,Pteronia pallens,match,
2063,248,Pentzia lanata,match,
2064,248,Asparagus recurvispinus,match,
2065,248,Rhinephyllum graniforme,match,
2066,248,Senecio radicans,match,
2067,248,Drosanthemum hispidum,fac_only,
2068,248,Hereroa latepetala,fac_only,84
2069,248,Crassula corallina,fac_only,
2070,248,Othonna sp,fac_only,85
2071,248,Thesium lineatum,fac_only,
2072,248,Drosanthemum praecultum,fac_only,
2073,248,Monsonia camdeboense,fac_only,86
2074,248,Ruschia approximata,fac_only,
2075,248,Crassula deltoidea,FT_only,
2076,248,Monsonia camdeboensis,FT_only,86
2077,248,Lycium schizocalyx,FT_only,
2078,248,Pentzia incana,FT_only,
2079,248,Hereroa latipetala,FT_only,84
2080,248,Pteronia empetrifolia,FT_only,
2081,248,Othonna sp.,FT_only,85
2082,248,Eriocephalus ambiguus,FT_only,
2083,249,Ruschia spinosa,match,
2084,249,Crassula deltoidea,match,
2085,249,Malephora lutea,match,
2086,249,Crassula subaphylla,match,
2087,249,Augea capensis,match,
2088,249,Pteronia empetrifolia,match,
2089,249,Brownanthus ciliatus,match,
2090,249,Drosanthemum praecultum,match,
2091,249,Osteospermum sinuatum,match,
2092,249,Drimia intricata,match,
2093,249,Crassula muscosa,match,
2094,249,Tetragonia spicata,match,
2095,249,Phyllobolus splendens,match,
2096,249,Hereroa fimbriata,match,
2097,249,Galenia fruticosa,match,
2098,249,Pteronia pallens,match,
2099,249,Hereroa latepetala,fac_only,86
2100,249,Euphorbia caterviflora,fac_only,
2101,249,Berkheya spinosa,FT_only,
2102,249,Gazania krebsiana,FT_only,
2103,249,Chrysocoma ciliata,FT_only,
2104,249,Hereroa latipetala,FT_only,86
2105,249,Psilocaulon junceum,FT_only,
2106,249,Salsola tuberculata,FT_only,
2107,250,Tribulus terrestris,match,
2108,250,Rosenia humilis,match,
2109,250,Eriocephalus ericoides,match,
2110,250,Senecio radicans,match,
2111,250,Hermannia cuneifolia,match,
2112,250,Bulb sp1,match,
2113,250,Aristida congesta,match,
2114,250,Drosanthemum praecultum,match,
2115,250,Cynodon incompletus,match,
2116,250,Euphorbia ferox,match,
2117,250,Asparagus mucronatus,match,
2118,250,Limeum aethiopicum,match,
2119,250,Ruschia spinosa,match,
2120,250,Thesium hystrix,match,
2121,250,Enneapogon scaber,match,
2122,250,Pentzia incana,match,
2123,250,Blepharis capensis,match,
2124,250,Eriospermum paradoxum,match,
2125,250,Helichrysum zeyheri,match,
2126,250,Aristida diffusa,match,
2127,250,Lycium cinereum,match,
2128,250,Drosanthemum lique,match,
2129,250,Monsonia crassicaule,fac_only,87
2130,250,Trichodiadema sp1,fac_only,90
2131,250,Trichodiadema cf setuliferum,fac_only,88
2132,250,Selago pulchra,fac_only,
2133,250,Crassula capitella,fac_only,
2134,250,Asparagus striatus,fac_only,
2135,250,Duvalia caespitosa,fac_only,
2136,250,Anacampseros arachnoides,fac_only,
2137,250,Crassula corallina,fac_only,
2138,250,cf. Phymaspermum parvifolium,fac_only,89
2139,250,Galenia sarcophylla,FT_only,
2140,250,Galenia papulosa,FT_only,
2141,250,Tragus berteronianus,FT_only,
2142,250,Trichodiadema setuliferum,FT_only,88
2143,250,Hermannia linifolia,FT_only,
2144,250,Polygala leptophylla,FT_only,
2145,250,Eragrostis curvula,FT_only,
2146,250,Galenia fruticosa,FT_only,
2147,250,Chrysocoma ciliata,FT_only,
2148,250,Monsonia crassicaulis,FT_only,87
2149,250,Lotononis sp.,FT_only,
2150,250,Phyllobolus splendens,FT_only,
2151,250,Trichodiadema sp.,FT_only,90
2152,250,Chenopodium mucronatum,FT_only,
2153,250,Hermannia coccocarpa,FT_only,
2154,250,Asparagus capensis,FT_only,
2155,250,Phymaspermum parvifolium,FT_only,89
2156,250,Hermannia bryoniifolia,FT_only,
2157,250,Indigofera sessilifolia,FT_only,
2158,250,Oxalys sp.,FT_only,
2159,251,Othonna sedifolia,match,
2160,251,Lycium cinereum,match,
2161,251,Senecio acutifolius,match,
2162,251,Rosenia humilis,match,
2163,251,Aristida congesta,match,
2164,251,Senecio radicans,match,
2165,251,Crassula capitella,match,
2166,251,Drosanthemum lique,match,
2167,251,Asparagus mucronatus,match,
2168,251,Bulb sp1,match,
2169,251,Crassula tetragona,match,
2170,251,Felicia hirsuta,match,
2171,251,Eriocephalus ericoides,match,
2172,251,Pentzia incana,match,
2173,251,Enneapogon scaber,match,
2174,251,Ruschia spinosa,match,
2175,251,Thesium hystrix,match,
2176,251,Hermannia cuneifolia,match,
2177,251,Limeum aethiopicum,match,
2178,251,Euphorbia ferox,match,
2179,251,Drosanthemum praecultum,match,
2180,251,Chrysocoma ciliata,match,
2181,251,Bulbine frutescens,match,
2182,251,Anacampseros arachnoides,match,
2183,251,Asparagus capensis,match,
2184,251,Crassula muscosa,match,
2185,251,Blepharis capensis,match,
2186,251,Aristida diffusa,match,
2187,251,Monsonia crassicaule,fac_only,91
2188,251,Trichodiadema cf setuliferum,fac_only,92
2189,251,Trichodiadema sp1,fac_only,93
2190,251,Indigofera sessifolia,fac_only,94
2191,251,Hypertelis bowkeriana,fac_only,
2192,251,Euphorbia caterviflora,fac_only,
2193,251,Selago pulchra,fac_only,
2194,251,Lotononis sp2,FT_only,
2195,251,Tragus berteronianus,FT_only,
2196,251,Galenia sarcophylla,FT_only,
2197,251,Mestoklema sp.,FT_only,
2198,251,Pentzia sp.,FT_only,
2199,251,Cynodon incompletus,FT_only,
2200,251,Eragrostis obtusa,FT_only,
2201,251,Trichodiadema setuliferum,FT_only,92
2202,251,Monsonia crassicaulis,FT_only,91
2203,251,Indigofera sessilifolia,FT_only,94
2204,251,Phymaspermum parvifolium,FT_only,
2205,251,Trichodiadema sp.,FT_only,93
2206,251,Helichrysum zeyheri,FT_only,
2207,251,Eriospermum paradoxum,FT_only,
2208,251,Eragrostis lehmanniana,FT_only,
2209,251,Phyllobolus splendens,FT_only,
2210,252,Drosanthemum lique,match,
2211,252,Rosenia humilis,match,
2212,252,Senecio acutifolius,match,
2213,252,Eragrostis lehmanniana,match,
2214,252,Geigeria ornativa,match,
2215,252,Limeum aethiopicum,match,
2216,252,Senecio radicans,match,
2217,252,Hypertelis bowkeriana,match,
2218,252,Aristida congesta,match,
2219,252,Barleria rigida,match,
2220,252,Thesium hystrix,match,
2221,252,Lycium cinereum,match,
2222,252,Pentzia incana,match,
2223,252,Eragrostis obtusa,match,
2224,252,Enneapogon scaber,match,
2225,252,Blepharis capensis,match,
2226,252,Ruschia spinosa,match,
2227,252,Crassula muscosa,match,
2228,252,Drosanthemum praecultum,match,
2229,252,Trichodiadema sp1,fac_only,95
2230,252,Monsonia crassicaule,fac_only,96
2231,252,Aristida diffusa,fac_only,
2232,252,Trichodiadema cf setuliferum,fac_only,97
2233,252,Euphorbia caterviflora,fac_only,
2234,252,Indigofera sessifolia,fac_only,98
2235,252,Lotononis sp2,fac_only,
2236,252,Tribulus terrestris,FT_only,
2237,252,Selago pulchra,FT_only,
2238,252,Indigofera sessilifolia,FT_only,98
2239,252,Hermannia coccocarpa,FT_only,
2240,252,Tragus berteronianus,FT_only,
2241,252,Asparagus mucronatus,FT_only,
2242,252,Cucumis sp.,FT_only,
2243,252,Hermannia cuneifolia,FT_only,
2244,252,Duvalia caespitosa,FT_only,
2245,252,Galenia sarcophylla,FT_only,
2246,252,Trichodiadema setuliferum,FT_only,97
2247,252,Trichodiadema sp.,FT_only,95
2248,252,Monsonia crassicaulis,FT_only,96
2249,252,Asparagus capensis,FT_only,
2250,272,Helianthemum asperum,match,
2251,272,Coronilla minima,match,
2252,272,Astragalus incanus,match,
2253,272,Teucrium gnaphalodes,match,
2254,272,Teucrium capitatum,match,
2255,272,Helianthemum hirtum,match,
2256,272,Stipa barbata,match,
2257,272,Stipa parviflora,match,
2258,272,Plantago albicans,match,
2259,272,Phlomis lychnitis,match,
2260,272,Hedysarum boveanum,match,
2261,272,Matthiola fruticulosa,match,
2262,272,Thymus zygis,match,
2263,272,Retama,fac_only,
2264,272,Linum suffruticosum,fac_only,
2265,272,Stipa tenacissima,fac_only,
2266,272,Helianthemum,fac_only,
2267,272,Dactilis,fac_only,
2268,272,Helianthemum rotundifolium,fac_only,
2269,272,Helianthemum squamatum,fac_only,
2270,272,Erodium,fac_only,
2271,272,"Helianthemum \small\""""",fac_only,99
2272,272,Retama sphaerocarpa,FT_only,
2273,272,Thymus vulgaris,FT_only,
2274,272,Lepidium subulatum,FT_only,
2275,272,Duda F4.1,FT_only,
2276,272,Helianthemum small,FT_only,99
2277,273,Stipa parviflora,match,
2278,273,Hedysarum boveanum,match,
2279,273,Plantago albicans,match,
2280,273,Astragalus incanus,match,
2281,273,Teucrium capitatum,match,
2282,273,Thymus zygis,match,
2283,273,Coronilla minima,match,
2284,273,Helianthemum asperum,match,
2285,273,Phlomis lychnitis,match,
2286,273,Helianthemum hirtum,match,
2287,273,Teucrium gnaphalodes,match,
2288,273,Stipa barbata,match,
2289,273,Matthiola fruticulosa,match,
2290,273,Genista scorpia,fac_only,100
2291,273,Stipa tenacissima,fac_only,
2292,273,"Helianthemum \small\""""",fac_only,101
2293,273,Helianthemum rotundifolium,fac_only,
2294,273,Erodium,fac_only,
2295,273,Genista scorpius,FT_only,100
2296,273,Helianthemum small,FT_only,101
2297,273,Helianthemum squamatum,FT_only,
2298,273,Lepidium subulatum,FT_only,
2299,273,Helianthemum cinereum,FT_only,
2300,273,Koeleria vallesiana,FT_only,
2301,274,Helianthemum asperum,match,
2302,274,Stipa parviflora,match,
2303,274,Helianthemum hirtum,match,
2304,274,Teucrium gnaphalodes,match,
2305,274,Stipa barbata,match,
2306,274,Matthiola fruticulosa,match,
2307,274,Plantago albicans,match,
2308,274,Coronilla minima,match,
2309,274,Stipa tenacissima,match,
2310,274,Thymus zygis,match,
2311,274,Teucrium capitatum,match,
2312,274,Phlomis lychnitis,match,
2313,274,Helianthemum squamatum,match,
2314,274,Koeleria vallesiana,match,
2315,274,Hedysarum boveanum,match,
2316,274,Astragalus incanus,match,
2317,274,Gypsophila,fac_only,
2318,274,Genista scorpia,fac_only,102
2319,274,"Helianthemum \small\""""",fac_only,103
2320,274,Helianthemum rotundifolium,fac_only,
2321,274,Linum suffruticosum,fac_only,
2322,274,Herniaria fruticosa,fac_only,
2323,274,Helianthemum marifolium,fac_only,
2324,274,Helianthemum cinereum,FT_only,
2325,274,Retama sphaerocarpa,FT_only,
2326,274,Gypsophila struthium,FT_only,
2327,274,Helianthemum small,FT_only,103
2328,274,Genista scorpius,FT_only,102
2329,274,Lepidium subulatum,FT_only,
2330,274,Launaea fragilis,FT_only,
2331,274,Stipa officinalis,FT_only,
2332,274,Thymus salsero,FT_only,
2333,274,Centaurea hyssopifolia Vah,FT_only,
2334,289,Lavandula multifida,match,
2335,289,Phlomis purpurea,match,
2336,289,Phlomis lychnitis,match,
2337,289,Launaea lanifera,match,
2338,289,Asparagus horridus,match,
2339,289,Palmito,fac_only,
2340,289,Stipa,fac_only,
2341,289,Thymus,fac_only,
2342,289,Teucrium sp1,fac_only,
2343,289,Lycium,fac_only,
2344,289,Teucrium,fac_only,
2345,289,Phagnalon sp.,fac_only,
2346,289,Rhamnus,fac_only,
2347,289,Tussock,fac_only,104
2348,289,Teucrium sp2,fac_only,
2349,289,Teucrium lusitanicum,FT_only,
2350,289,Chamaerops humilis,FT_only,
2351,289,Rhamnus lycioides,FT_only,
2352,289,Stipa tenacissima,FT_only,
2353,289,Teucrium charidemi,FT_only,
2354,289,Genista ramosissima,FT_only,
2355,289,Thymus hyemalis,FT_only,
2356,289,Lycium intricatum,FT_only,
2357,289,Genista haenseleri,FT_only,
2358,289,Periploca laevigata,FT_only,
2359,289,Tussock sp.,FT_only,104
2360,289,Phagnalon rupestre,FT_only,
2361,290,Launaea lanifera,match,
2362,290,Asparagus horridus,match,
2363,290,Lavandula multifida,match,
2364,290,Launaea,fac_only,
2365,290,Stipa,fac_only,
2366,290,Thymus,fac_only,
2367,290,Teucrium sp2,fac_only,
2368,290,Asparagus,fac_only,
2369,290,Phagnalon sp.,fac_only,
2370,290,Lavandula latifolia,fac_only,
2371,290,Lavandula,fac_only,
2372,290,Helianthum,fac_only,
2373,290,Periploca,fac_only,
2374,290,Thymus hyemalis,FT_only,
2375,290,Teucrium charidemi,FT_only,
2376,290,Asparagus albus,FT_only,
2377,290,Fagonia cretica,FT_only,
2378,290,Periploca laevigata,FT_only,
2379,290,Stipa tenacissima,FT_only,
2380,290,Genista haenseleri,FT_only,
2381,290,Sideritis hirsuta,FT_only,
2382,290,Phlomis purpurea,FT_only,
2383,290,Phlomis lychnitis,FT_only,
2384,290,Phagnalon rupestre,FT_only,
2385,290,Chamaerops humilis,FT_only,
2386,290,Teucrium lusitanicum,FT_only,
2387,290,Helianthemum almeriense,FT_only,
2388,290,Lycium intricatum,FT_only,
2389,291,Genista ramosissima,match,
2390,291,Genista haenseleri,match,
2391,291,Lavandula multifida,match,
2392,291,Ballota hirsuta,match,
2393,291,Stipa,fac_only,
2394,291,Asparagus,fac_only,
2395,291,Teucrium sp2,fac_only,
2396,291,Helianthum,fac_only,
2397,291,Thymus,fac_only,
2398,291,Launaea,fac_only,
2399,291,Genista,fac_only,
2400,291,Cardillo,fac_only,
2401,291,Gensita haenseleri,fac_only,
2402,291,Phagnalon sp.,fac_only,
2403,291,Herradura 2,fac_only,
2404,291,Fagonia,fac_only,
2405,291,Caralluma,fac_only,
2406,291,Stipa tenacissima,FT_only,
2407,291,Lycium intricatum,FT_only,
2408,291,Phlomis purpurea,FT_only,
2409,291,Artemisia herba-alba,FT_only,
2410,291,Chamaerops humilis,FT_only,
2411,291,Sideritis hirsuta,FT_only,
2412,291,Rhamnus lycioides,FT_only,
2413,291,Asparagus horridus,FT_only,
2414,291,Fagonia cretica,FT_only,
2415,291,Launaea lanifera,FT_only,
2416,291,Asparagus albus,FT_only,
2417,291,Teucrium charidemi,FT_only,
2418,291,Phagnalon rupestre,FT_only,
2419,291,Sedum sp.,FT_only,
2420,291,Periploca laevigata,FT_only,
2421,291,Teucrium lusitanicum,FT_only,
2422,291,Thymus hyemalis,FT_only,
2423,291,Helianthemum almeriense,FT_only,
2424,291,Caralluma europaea,FT_only,
2425,292,Genista ramosissima,match,
2426,292,Ballota hirsuta,match,
2427,292,Launaea lanifera,match,
2428,292,Genista haenseleri,match,
2429,292,Asparagus albus,match,
2430,292,Lavatera maritima,match,
2431,292,Lycium intricatum,match,
2432,292,Phagnalon sp.,match,
2433,292,Phlomis purpurea,match,
2434,292,Lavandula multifida,match,
2435,292,Asparagus horridus,match,
2436,292,Sideritis hirsuta,match,
2437,292,Macrocloa stipa,fac_only,
2438,292,Genista ramossisima,fac_only,
2439,292,Palmito,fac_only,
2440,292,Lycium,fac_only,
2441,292,Cardillo,fac_only,
2442,292,Thymus,fac_only,
2443,292,Periploca,fac_only,
2444,292,Lycium peristatum,fac_only,
2445,292,Hedisarum bovedanum,fac_only,
2446,292,Teucrium sp1,fac_only,
2447,292,Ulex,fac_only,105
2448,292,Cardillo leoso,fac_only,
2449,292,Teucrium sp2,fac_only,
2450,292,Stipa,fac_only,
2451,292,Ulex?,fac_only,
2452,292,Asteriscus,fac_only,
2453,292,Lycium sp2,fac_only,
2454,292,Helianthum almeriense,fac_only,106
2455,292,Helianthemum almeriense,FT_only,106
2456,292,Periploca laevigata,FT_only,
2457,292,Teucrium charidemi,FT_only,
2458,292,Teucrium lusitanicum,FT_only,
2459,292,Carlina hispanica,FT_only,
2460,292,Dianthus sp.,FT_only,
2461,292,Ephedra sp.,FT_only,
2462,292,Chamaerops humilis,FT_only,
2463,292,Ephedra fragilis,FT_only,
2464,292,Fagonia cretica,FT_only,
2465,292,Sedum sp.,FT_only,
2466,292,Thymus hyemalis,FT_only,
2467,292,Dianthus charidemi,FT_only,
2468,292,Artemisia sp.,FT_only,
2469,292,Phagnalon rupestre,FT_only,
2470,292,Ulex sp.,FT_only,105
2471,292,Stipa tenacissima,FT_only,
2472,292,Artemisia herba-alba,FT_only,
2473,293,Eryngium campestre,match,
2474,293,Helianthemum apenninum,match,
2475,293,Thymus zygis,match,
2476,293,Crataegus monogyna,match,
2477,293,Quercus ilex,match,
2478,293,Thymelaea pubescens,match,
2479,293,Helianthemum frigidulum,match,
2480,293,Carlina hispanica,match,
2481,293,Berberis hispanica,match,
2482,293,Rosa pouzinii,match,
2483,293,Juniperus oxycedrus,match,
2484,293,Echinospartum boissieri,match,
2485,293,Lavandula latifolia,match,
2486,293,Fumana ericifolia,match,
2487,293,Thymus mastichina,match,
2488,293,Hippocrepis bourgaei,match,
2489,293,Daphne gnidium,match,
2490,293,Genista cinerea,match,
2491,293,Linum appressum,match,
2492,293,Phlomis lychnitis,match,
2493,293,Hormathophylla spinosa ,fac_only,107
2494,293,Teucrium pseudochamaepitys,fac_only,
2495,293,Rhamnus myrtifolius,fac_only,108
2496,293,Prunus spinosa,fac_only,
2497,293,Festuca scariosa,fac_only,
2498,293,Santolina elegans,fac_only,
2499,293,Ptilostemon hispanicus,FT_only,
2500,293,Quercus faginea,FT_only,
2501,293,Lonicera arborea,FT_only,
2502,293,Santolina sp.,FT_only,
2503,293,Cirsium sp.,FT_only,
2504,293,Hormathophylla spinosa,FT_only,107
2505,293,Rhamnus myrtifolia,FT_only,108
2506,293,Teucrium polium,FT_only,
2507,293,Phlomis herba-venti,FT_only,
2508,294,Pistacia terebinthus,match,
2509,294,Crataegus monogyna,match,
2510,294,Acer monspessulanum,match,
2511,294,Quercus faginea,match,
2512,294,Thymus mastichina,match,
2513,294,Quercus ilex,match,
2514,294,Helleborus foetidus,match,
2515,294,Berberis hispanica,match,
2516,294,Hedera helix,match,
2517,294,Eryngium campestre,match,
2518,294,Juniperus oxycedrus,match,
2519,294,Carlina hispanica,match,
2520,294,Rosa pouzinii,match,
2521,294,Lonicera arborea,match,
2522,294,Hippocrepis bourgaei,match,
2523,294,Genista cinerea,match,
2524,294,Hormathophylla spinosa ,fac_only,109
2525,294,Rhamnus saxatilis,fac_only,
2526,294,Lavandula latifolia,fac_only,
2527,294,Helianthemum frigidulum,fac_only,
2528,294,Teucrium pseudochamaepitys,fac_only,
2529,294,Amelanchier sp.,fac_only,
2530,294,Santolina elegans,fac_only,
2531,294,Ptilostemon hispanicus,fac_only,
2532,294,Helianthemum apenninum,FT_only,
2533,294,Santolina sp.,FT_only,
2534,294,Hormathophylla spinosa,FT_only,109
2535,295,Lonicera arborea,match,
2536,295,Rhamnus saxatilis,match,
2537,295,Acer monspessulanum,match,
2538,295,Teucrium polium,match,
2539,295,Quercus faginea,match,
2540,295,Carlina hispanica,match,
2541,295,Cistus albidus,match,
2542,295,Helianthemum apenninum,match,
2543,295,Thymus mastichina,match,
2544,295,Quercus ilex,match,
2545,295,Pistacia terebinthus,match,
2546,295,Lavandula latifolia,match,
2547,295,Rubus ulmifolius,match,
2548,295,Thymus zygis,match,
2549,295,Juniperus oxycedrus,match,
2550,295,Linum appressum,match,
2551,295,Berberis hispanica,match,
2552,295,Helleborus foetidus,match,
2553,295,Daphne gnidium,match,
2554,295,Prunus spinosa,match,
2555,295,Festuca scariosa,match,
2556,295,Fumana ericifolia,match,
2557,295,Eryngium campestre,match,
2558,295,Hippocrepis bourgaei,match,
2559,295,Rosa pouzinii,match,
2560,295,Crataegus monogyna,match,
2561,295,Hedera helix,fac_only,
2562,295,Digitalis purpurea,fac_only,
2563,295,Teucrium pseudochamaepitys,fac_only,
2564,295,Santolina elegans,fac_only,
2565,295,Helianthemum frigidulum,fac_only,
2566,295,Echinospartum boissieri,fac_only,
2567,295,Thymelaea pubescens,FT_only,
2568,295,Hormathophylla spinosa,FT_only,
2569,295,Santolina sp.,FT_only,
2570,296,Lavandula latifolia,match,
2571,296,Helleborus foetidus,match,
2572,296,Acer monspessulanum,match,
2573,296,Thymus mastichina,match,
2574,296,Quercus ilex,match,
2575,296,Ptilostemon hispanicus,match,
2576,296,Eryngium campestre,match,
2577,296,Pistacia terebinthus,match,
2578,296,Hedera helix,match,
2579,296,Festuca scariosa,match,
2580,296,Rosa pouzinii,match,
2581,296,Berberis hispanica,match,
2582,296,Juniperus oxycedrus,match,
2583,296,Hippocrepis bourgaei,match,
2584,296,Crataegus monogyna,match,
2585,296,Carlina hispanica,fac_only,
2586,296,Teucrium pseudochamaepitys,fac_only,
2587,296,Quercus faginea,fac_only,
2588,296,Prunus spinosa,fac_only,
2589,296,Rhamnus saxatilis,fac_only,
2590,296,Phlomis lychnitis,fac_only,
2591,296,Santolina elegans,fac_only,
2592,296,Digitalis sp.,FT_only,
2593,297,Retama sphaerocarpa,match,
2594,297,Thymus mastichina,match,
2595,297,Thymus zygis,match,
2596,297,Anthyllis cytisoides,match,
2597,297,Artemisia herba-alba,match,
2598,297,Macrochloa tenacissima,fac_only,
2599,297,Anthyllis cytisoides ,fac_only,
2600,297,Phagnalon sp.,fac_only,
2601,297,Launaea arborescens,fac_only,
2602,297,Atriplex sp.,fac_only,
2603,297,Launaea lanifera,FT_only,
2604,297,Asparagus horridus,FT_only,
2605,297,Stipa tenacissima,FT_only,
2606,297,Ononis sp.,FT_only,
2607,297,Phagnalon rupestre,FT_only,
2608,297,Galium sp.,FT_only,
2609,297,Artemisia sp.,FT_only,
2610,297,Thymus capitatus,FT_only,
2611,297,Salsola sp.,FT_only,
2612,298,Retama sphaerocarpa,match,
2613,298,Artemisia herba-alba,match,
2614,298,Anthyllis cytisoides,match,
2615,298,Macrochloa tenacissima,fac_only,
2616,298,Launaea arborescens,fac_only,
2617,298,Phagnalon sp.,fac_only,
2618,298,Asparagus horridus,fac_only,
2619,298,Thymus mastichina,fac_only,
2620,298,Launaea lanifera,FT_only,
2621,298,Artemisia sp.,FT_only,
2622,298,Stipa tenacissima,FT_only,
2623,298,Salsola sp.,FT_only,
2624,299,Anthyllis cytisoides,match,
2625,299,Artemisia herba-alba,match,
2626,299,Macrochloa tenacissima,fac_only,
2627,299,Asparagus horridus,fac_only,
2628,299,Thymus mastichina,fac_only,
2629,299,Lavandula latifolia,fac_only,
2630,299,Stipa tenacissima,FT_only,
2631,299,Thymus capitatus,FT_only,
2632,299,Salsola sp.,FT_only,
2633,299,Launaea lanifera,FT_only,
2634,299,Artemisia sp.,FT_only,
2635,299,Lavandula multifida,FT_only,
2636,299,Retama sphaerocarpa,FT_only,
